text,tokenized,cluster
sanak saudara sudah tidak temui,sanak saudara sudah tidak temui,3
bercerita akutapi tau dari,bercerita akutapi tau dari,3
mau sama member disnilaki perempuan,mau sama member disnilaki perempuan,3
obat sakit pinggang ampuh ya,obat sakit pinggang ampuh ya,3
yang tekanan darah rendah minum,yang tekanan darah rendah minum,3
yang bisa meninggalkan gorengan ya,yang bisa meninggalkan gorengan ya,3
habis mandi sesak nafas dasar penyakit aneh,habis mandi sesak nafas dasar penyakit aneh,3
usahakan jalan kaki pagi rutin ada perubahan,usahakan jalan kaki pagi rutin ada perubahan,3
bedanya palpitasi anxiety gimana kakak,bedanya palpitasi anxiety gimana kakak,3
cemas panik attak nafas habiss hadehh,cemas panik attak nafas habiss hadehh,3
psikiater apa ya berapa,psikiater apa ya berapa,3
pantesan aku makan cumi melaka pahit,pantesan aku makan cumi melaka pahit,3
tidur berharap pernah bangun,tidur berharap pernah bangun,3
move nyala tidak pakai orang gmna,move nyala tidak pakai orang gmna,3
berobat psikiater masih berani,berobat psikiater masih berani,3
ini benar sulit dapat pekerjaan,ini benar sulit dapat pekerjaan,3
tidak sampai puluhan anxieti depresi,tidak sampai puluhan anxieti depresi,3
semua dapat selesaikan uang,semua dapat selesaikan uang,3
adakah teman butuh teman ngobrol nyesek,adakah teman butuh teman ngobrol nyesek,3
kalian pergi merantau gimana,kalian pergi merantau gimana,3
ya lihat manusia benci,ya lihat manusia benci,3
grup pasti wanitanya kalau tau,grup pasti wanitanya kalau tau,3
khitan revisi bingung iya tidak,khitan revisi bingung iya tidak,3
asam lambung bahaya sudah brapa aslam,asam lambung bahaya sudah brapa aslam,3
adakah yang sensasi kencing,adakah yang sensasi kencing,3
makan habis piring karena laper,makan habis piring karena laper,3
nyeri uluhati kadang dada,nyeri uluhati kadang dada,3
yang rasain emosi sudah marah,yang rasain emosi sudah marah,3
tidur susah benermane hujan haduhh dinginn,tidur susah benermane hujan haduhh dinginn,3
mau cerita pernah kerja perusahaan swasta,mau cerita pernah kerja perusahaan swasta,3
tanya buat gadis yatapiii serius kakak,tanya buat gadis yatapiii serius kakak,3
anxiety anxietyfight lawananxiety alami less,anxiety anxietyfight lawananxiety alami less,3
perasaan akun dulu selalu postingan,perasaan akun dulu selalu postingan,3
tips mengatasi asam lambung cemas berlebih,tips mengatasi asam lambung cemas berlebih,3
makan mual muntah debar bisa masuk makanan,makan mual muntah debar bisa masuk makanan,3
semenjak sakit mental trauma hidup menderita,semenjak sakit mental trauma hidup menderita,3
benar cuka apel buat obat aslam jantung,benar cuka apel buat obat aslam jantung,3
di tahan akhirx nyerah dan masuk rs,di tahan akhirx nyerah dan masuk rs,3
dari solo boyolali tidak komunitas ayo,dari solo boyolali tidak komunitas ayo,3
ada grup whatsapp tapi khusus gadis,ada grup whatsapp tapi khusus gadis,3
tipe orang pendiam susah akrab orang,tipe orang pendiam susah akrab orang,3
merasa hidup hanya tanpa makna,merasa hidup hanya tanpa makna,3
hari dada kiri nyeri debar lumayan kencang,hari dada kiri nyeri debar lumayan kencang,3
adakah sama makan langsung kenyang begah,adakah sama makan langsung kenyang begah,3
stlah makan perut sakit mules pokonya enak,stlah makan perut sakit mules pokonya enak,3
ini di puskesmas nganter ke acara lansia,ini di puskesmas nganter ke acara lansia,3
hidup ketakutan kurang bulan,hidup ketakutan kurang bulan,3
punya teman bercerita sharing anxiety fobsos,punya teman bercerita sharing anxiety fobsos,3
nyari grup whatsapp khusus perempuan tidak,nyari grup whatsapp khusus perempuan tidak,3
sesak sama perut kembung langsung igd,sesak sama perut kembung langsung igd,3
dada kiri kerasa nyeri mohon info gimana atasinya,dada kiri kerasa nyeri mohon info gimana atasinya,3
semoga semua sembuh rezeki lancar amin,semoga semua sembuh rezeki lancar amin,3
orang tuaku sakit deg sekali cemas dsni banjit,orang tuaku sakit deg sekali cemas dsni banjit,3
penyakit aneh badan gerak seirama detak jantung,penyakit aneh badan gerak seirama detak jantung,3
sudah tidak menonton film upin ipin,sudah tidak menonton film upin ipin,3
lemes fokus mata kabur pusing tremor nafas berat,lemes fokus mata kabur pusing tremor nafas berat,3
kerja ku jam buka toko jam pagi tutup jam malam,kerja ku jam buka toko jam pagi tutup jam malam,3
badan gerak seirama detak jantung ada sama,badan gerak seirama detak jantung ada sama,3
sp suka makan durian perut panas dada,sp suka makan durian perut panas dada,3
bisa takut hujan bg aku takut keramaian,bisa takut hujan bg aku takut keramaian,3
depresi dituduh sayang orang tua,depresi dituduh sayang orang tua,3
adakah yang fikiranya terganggu gara anak,adakah yang fikiranya terganggu gara anak,3
hai teman ku berjuang lawan penyakit mental skizo,hai teman ku berjuang lawan penyakit mental skizo,3
mau ngalihin dengan mencari kesibukan,mau ngalihin dengan mencari kesibukan,3
terlalu polos aku mudah dimanfaatkan,terlalu polos aku mudah dimanfaatkan,3
hidup hnya menanggung kesalahan orang tua,hidup hnya menanggung kesalahan orang tua,3
habis mandi malah keringat dingin penyakit aneh,habis mandi malah keringat dingin penyakit aneh,3
bisa orang senang ngeliat penderitaan orang,bisa orang senang ngeliat penderitaan orang,3
semangat sos kambuh tetap semangat kerja,semangat sos kambuh tetap semangat kerja,3
selesai mandi langsung deg  rasanya,selesai mandi langsung deg rasanya,3
ya tiap nonton tiktok cemas anxiety,ya tiap nonton tiktok cemas anxiety,3
yang kalian lakuin diposisi sekarang,yang kalian lakuin diposisi sekarang,3
allah kenapa sulit mendapat pekerjaan,allah kenapa sulit mendapat pekerjaan,3
punya rencana untuk besok hidup awal,punya rencana untuk besok hidup awal,3
masalah yang terjadi fobsos menikah,masalah yang terjadi fobsos menikah,3
kalian percaya untuk publik bicara,kalian percaya untuk publik bicara,3
tidak bangun tidur berdebar sendawa,tidak bangun tidur berdebar sendawa,3
teman kabar lu apa perkembangan lu ini,teman kabar lu apa perkembangan lu ini,3
ikhlas nerima hidup punya penyakit ini,ikhlas nerima hidup punya penyakit ini,3
yang sering ngalamin stress berminggu minggu,yang sering ngalamin stress berminggu minggu,3
cerita iis asam lambung kecemasan pulih,cerita iis asam lambung kecemasan pulih,3
dsini bangun tidur nafas sesak pendek berat,dsini bangun tidur nafas sesak pendek berat,3
yang minum obat psikiater sertraline n clobazam,yang minum obat psikiater sertraline n clobazam,3
perlu psikeater bro buang uang tau saja,perlu psikeater bro buang uang tau saja,3
lah dengan allah jiwa tentram,lah dengan allah jiwa tentram,3
pikir tidak karuan bro gimana seperti ilusi,pikir tidak karuan bro gimana seperti ilusi,3
sepi ini grup kopdar ayo semoga puasa orang,sepi ini grup kopdar ayo semoga puasa orang,3
belikat terasa tusuk minum obat ya,belikat terasa tusuk minum obat ya,3
lemes ditambah nafas berat jantung lambat,lemes ditambah nafas berat jantung lambat,3
ada sering kedutan punggung gkpanikkk,ada sering kedutan punggung gkpanikkk,3
maaf tanya adakah sembuh obat pisikiater,maaf tanya adakah sembuh obat pisikiater,3
sini merinding padahal tidak apa,sini merinding padahal tidak apa,3
tidak prnah umurnya tidak lagi,tidak prnah umurnya tidak lagi,3
yang ngeluh belum coba ikhtiar berobat,yang ngeluh belum coba ikhtiar berobat,3
ayo sahabat ku semangat sembuh sorotanfypsemuaorang,ayo sahabat ku semangat sembuh sorotanfypsemuaorang,3
takut ketemu orang bulan ngurung di kamar,takut ketemu orang bulan ngurung di kamar,3
hari insomnia kira minum antimo ampuh ya,hari insomnia kira minum antimo ampuh ya,3
cari teman curhat yok gadis cowok bisa dukung,cari teman curhat yok gadis cowok bisa dukung,3
zaman covid sembuh kambuh kambuh,zaman covid sembuh kambuh kambuh,3
bingung minggat kemana kota tidak apa,bingung minggat kemana kota tidak apa,3
ada grup whatsapp orang kalimantan selatan ikut,ada grup whatsapp orang kalimantan selatan ikut,3
salah memilih hidup dari kampung halaman,salah memilih hidup dari kampung halaman,3
kesal guabsama kaka pamalu salah pendiem salah,kesal guabsama kaka pamalu salah pendiem salah,3
mengalami takut berinteraksi orang,mengalami takut berinteraksi orang,3
psikoterapi di ya bisa sembuhkan cemas pobsos,psikoterapi di ya bisa sembuhkan cemas pobsos,3
buset ini mandi deg parah penyakit aneh,buset ini mandi deg parah penyakit aneh,3
yang sedang rawat jalan rs karisma cimareme,yang sedang rawat jalan rs karisma cimareme,3
ada sakit gigi gaa obat ampuh ya,ada sakit gigi gaa obat ampuh ya,3
aku ngalamin gerd anxiety level tertinggi,aku ngalamin gerd anxiety level tertinggi,3
rencana mau kasih kado acara nikah anak tetangga,rencana mau kasih kado acara nikah anak tetangga,3
hari kepala sempoyongan sakit kplak sudah mnggu,hari kepala sempoyongan sakit kplak sudah mnggu,3
bolos kerja komunikasi rekan kerja buruk,bolos kerja komunikasi rekan kerja buruk,3
yang merasakan kecil ini instagram,yang merasakan kecil ini instagram,3
sensasi sensasi panik serang panik serang sepagi,sensasi sensasi panik serang panik serang sepagi,3
klolo pacar ketika cerita ada,klolo pacar ketika cerita ada,3
mendengar berita buruk kerja ingin cepat pulang,mendengar berita buruk kerja ingin cepat pulang,3
hari aku diterima salah komunitas vokal,hari aku diterima salah komunitas vokal,3
atasin jantung berdebar kepala keleyengan gmna,atasin jantung berdebar kepala keleyengan gmna,3
ada berasa sensasinya didada berasa berat,ada berasa sensasinya didada berasa berat,3
lagi diposisi rasanya enak,lagi diposisi rasanya enak,3
tanya sini tidak tidak akrab tetangga,tanya sini tidak tidak akrab tetangga,3
penyakit aneh pandangan mata tidak nyata,penyakit aneh pandangan mata tidak nyata,3
mau ketemu orang rasanya ada uneg uneg,mau ketemu orang rasanya ada uneg uneg,3
cerita menguap tiap orang kamu,cerita menguap tiap orang kamu,3
daun binahong bagus untuk lambung gays yang cocok,daun binahong bagus untuk lambung gays yang cocok,3
pergi tapi kemana seakan punya siapa,pergi tapi kemana seakan punya siapa,3
perutku mules asam lambung tidak tau,perutku mules asam lambung tidak tau,3
kolestrol cara menurunkanya makan iya alami,kolestrol cara menurunkanya makan iya alami,3
tidak setiap bangun pagi badan gemetaran lemes,tidak setiap bangun pagi badan gemetaran lemes,3
yang tau maksudnya tahun buka fb,yang tau maksudnya tahun buka fb,3
magrib ingin yang kumat magrib,magrib ingin yang kumat magrib,3
sesak menyiksaku mau hilang kesadaran bantu,sesak menyiksaku mau hilang kesadaran bantu,3
tidak ngrasain kliyenyan makan panic,tidak ngrasain kliyenyan makan panic,3
pergi tapi kemana seakan punya siapa,pergi tapi kemana seakan punya siapa,3
ceritanya ini mau ktmuan pdktanku gagal,ceritanya ini mau ktmuan pdktanku gagal,3
orang membuang makanan dagangannya laku,orang membuang makanan dagangannya laku,3
mrrasa kesal lelah tidak adil ngatasiny gmna,mrrasa kesal lelah tidak adil ngatasiny gmna,3
ngerasa hari bawaannya kesal,ngerasa hari bawaannya kesal,3
maaf pengangguran di suruh nikah,maaf pengangguran di suruh nikah,3
resmi menetapkan tuan rumah lomba di sunter,resmi menetapkan tuan rumah lomba di sunter,3
grup kalian bertemu di kehidupan nyata,grup kalian bertemu di kehidupan nyata,3
makin kalau semua orang berdosa,makin kalau semua orang berdosa,3
penderita gerd asam lambung aman konsumsi energen sereal,penderita gerd asam lambung aman konsumsi energen sereal,3
tanya gadis kalian punya cowok ganteng,tanya gadis kalian punya cowok ganteng,3
suka minder padahal aku ganteng itu fakta,suka minder padahal aku ganteng itu fakta,3
nikah usia wajar sih aku gelisah ya,nikah usia wajar sih aku gelisah ya,3
dengar asa mati badan lemes indung mampet pikiran kacau,dengar asa mati badan lemes indung mampet pikiran kacau,3
habis lari tipis tipis badan langsung berat kepala ngeliyeng,habis lari tipis tipis badan langsung berat kepala ngeliyeng,3
kakak curhat ayo inbox keluarga ibukku,kakak curhat ayo inbox keluarga ibukku,3
energi positifnya sudah mentok kesal hidup,energi positifnya sudah mentok kesal hidup,3
perlu memaksakan untuk bergaul semua orang,perlu memaksakan untuk bergaul semua orang,3
tidur siang susahnya ampun mikirin itu,tidur siang susahnya ampun mikirin itu,3
kali aku mewajibkan dance bukber,kali aku mewajibkan dance bukber,3
ngatasin kliengan gimana ada kliengan hari,ngatasin kliengan gimana ada kliengan hari,3
adakah yang minum obat pskiater semakin membaik,adakah yang minum obat pskiater semakin membaik,3
punya teman kerasa usia blum nikah,punya teman kerasa usia blum nikah,3
ikut ngobrol tidak bingung ngomongnya gimana,ikut ngobrol tidak bingung ngomongnya gimana,3
tanya obat quetiapine mg apa alprazolam,tanya obat quetiapine mg apa alprazolam,3
terimakasih teman digrupalhamdulillah sudah berani mandi,terimakasih teman digrupalhamdulillah sudah berani mandi,3
kira psikiaterku tau nikah ai ini,kira psikiaterku tau nikah ai ini,3
suka deg gelisah  bangun malam,suka deg gelisah bangun malam,3
yang panas dingin kalau magrib meriang,yang panas dingin kalau magrib meriang,3
sini ada puluhan anxieti depresi tidak,sini ada puluhan anxieti depresi tidak,3
selamat baru semoga teman grup kebaikan,selamat baru semoga teman grup kebaikan,3
bnyak pikiran serasa tidak kuat fikirin,bnyak pikiran serasa tidak kuat fikirin,3
suka lupa tadi mimpi nyata,suka lupa tadi mimpi nyata,3
selamat baru semoga teman grup kebaikan,selamat baru semoga teman grup kebaikan,3
tidak bukti bullying orang kuat mental,tidak bukti bullying orang kuat mental,3
yang petentang petenteng asli kecil nyalinya,yang petentang petenteng asli kecil nyalinya,3
iya cewek suka cowok disukai cewek,iya cewek suka cowok disukai cewek,3
kmrin malam hujan sampai jatuh kena batuskrg sakit telinga,kmrin malam hujan sampai jatuh kena batuskrg sakit telinga,3
gimn agar nafas bisa plongmacam sesak tenggorokan,gimn agar nafas bisa plongmacam sesak tenggorokan,3
minum obat psikiater membaik,minum obat psikiater membaik,3
ada fobia sosial lingkungan tinggal,ada fobia sosial lingkungan tinggal,3
selesai makan dada kiri kerasa ditusuk tumben ini,selesai makan dada kiri kerasa ditusuk tumben ini,3
maff tanya grup ada sama bandung ya,maff tanya grup ada sama bandung ya,3
ada mulutnya pahit dan perasaan nyaman,ada mulutnya pahit dan perasaan nyaman,3
teman kerjanya ngedzolimi derama suka bohong,teman kerjanya ngedzolimi derama suka bohong,3
mencret perut melilit ada hubungan sama aslam,mencret perut melilit ada hubungan sama aslam,3
menyembuhkan anxiety depresi gmna kakak sumpah capeek,menyembuhkan anxiety depresi gmna kakak sumpah capeek,3
bisa menangis orang tua tolong gabisa bantu,bisa menangis orang tua tolong gabisa bantu,3
ada pernah ngalamin nyeri lambung muntah diare,ada pernah ngalamin nyeri lambung muntah diare,3
ingin diperhatiin kalau yang perhatian cuek,ingin diperhatiin kalau yang perhatian cuek,3
aslam kambuh sakit eneg perutnya sakit,aslam kambuh sakit eneg perutnya sakit,3
fobsos kerja bertiga tidak pnya teman dicuekin,fobsos kerja bertiga tidak pnya teman dicuekin,3
datang kecemasan tertahan berobat ada uang,datang kecemasan tertahan berobat ada uang,3
malming nyoba jalan jalan karena bosan rumah,malming nyoba jalan jalan karena bosan rumah,3
gimn agar nafas bisa plong sesak tenggorokan,gimn agar nafas bisa plong sesak tenggorokan,3
sebetulnya ya kakak aku deket cowok,sebetulnya ya kakak aku deket cowok,3
habis minum kopi roko cemas gelisah karuan panik,habis minum kopi roko cemas gelisah karuan panik,3
gimana gengsi sikenalan aku juga gengsi,gimana gengsi sikenalan aku juga gengsi,3
kata dosa kadang mending mati tau,kata dosa kadang mending mati tau,3
kaki ku banyak timbul urat urat varisess aduhh lagi,kaki ku banyak timbul urat urat varisess aduhh lagi,3
sehat itutidak sakit harapan masih tuhan iya nentukan fbpro,sehat itutidak sakit harapan masih tuhan iya nentukan fbpro,3
sos bisa obatya kita konsultasi psikiater,sos bisa obatya kita konsultasi psikiater,3
hari cenat cenut kepala ampun minum obat sini,hari cenat cenut kepala ampun minum obat sini,3
bolak kali sini sudah ngos penyakit aneh,bolak kali sini sudah ngos penyakit aneh,3
gangguan kepribadian harus minum obat seumur hidup,gangguan kepribadian harus minum obat seumur hidup,3
ingin rebahan tidur sampai menunggu meninggal,ingin rebahan tidur sampai menunggu meninggal,3
obat psikiater ku ilangaaaah cemas panikga karuanhelp mee,obat psikiater ku ilangaaaah cemas panikga karuanhelp mee,3
ngerasain tenggorokan dingin,ngerasain tenggorokan dingin,3
badan goyang gempa perasaan saja,badan goyang gempa perasaan saja,3
sos bisa obatya kita konsultasi psikiater,sos bisa obatya kita konsultasi psikiater,3
izin cerita dikit ada sih yang sifatnya berubah,izin cerita dikit ada sih yang sifatnya berubah,3
apa dipikiran ngajak aku ke psikiater,apa dipikiran ngajak aku ke psikiater,3
ketemu tempat selama aku cari cari bedugul,ketemu tempat selama aku cari cari bedugul,3
pun tahu besok saat bisa nikah tidak,pun tahu besok saat bisa nikah tidak,3
semoga sembuh selamanya gerd anxiety disorder,semoga sembuh selamanya gerd anxiety disorder,3
mencba jalan pagi jarak langsng jantung bdebar sesak nafas,mencba jalan pagi jarak langsng jantung bdebar sesak nafas,3
sehat tidak sakit harapan masih tuhan iya nentukan fbpro,sehat tidak sakit harapan masih tuhan iya nentukan fbpro,3
tolong mandi takut dari kemarin mandi,tolong mandi takut dari kemarin mandi,3
dong tips tidak mual kliyengan sendawa cemas pagi,dong tips tidak mual kliyengan sendawa cemas pagi,3
yang sulit fokus mengekspresikan perasaan kenapa,yang sulit fokus mengekspresikan perasaan kenapa,3
di tinggal meninggal benar kehilangan semangat,di tinggal meninggal benar kehilangan semangat,3
pernah tensi biasa sering cek normal di cek,pernah tensi biasa sering cek normal di cek,3
yang rasakan pikiran mati sendawa dingin musim hujan,yang rasakan pikiran mati sendawa dingin musim hujan,3
tips punya teman akhir aku ngerasa kesepian,tips punya teman akhir aku ngerasa kesepian,3
ada jual anti depresaion resep dokter teman,ada jual anti depresaion resep dokter teman,3
yang ditilang kalau didenda rb masuk akal,yang ditilang kalau didenda rb masuk akal,3
ada merasai dada sesak n punggung pegal,ada merasai dada sesak n punggung pegal,3
ingin dari zona nyaman aku gapernah rumah,ingin dari zona nyaman aku gapernah rumah,3
nafas gelagepan susah nelen susah tangan kaki dingin pingsan,nafas gelagepan susah nelen susah tangan kaki dingin pingsan,3
grup whatsaap pejuang sembuh disorder anxiety ya,grup whatsaap pejuang sembuh disorder anxiety ya,3
yang daerahnya hujan hari hawanya jd dingin,yang daerahnya hujan hari hawanya jd dingin,3
hampa suntuk bingung pngen bebasin pikiran susah ya allah,hampa suntuk bingung pngen bebasin pikiran susah ya allah,3
adakah mnum obat clozapin apraxolam dsb hamil ya,adakah mnum obat clozapin apraxolam dsb hamil ya,3
perasaan penglihatan aneh tidak nyata ini,perasaan penglihatan aneh tidak nyata ini,3
badan lemass kaki lemas tangan lemas nafas sesak brsa mati,badan lemass kaki lemas tangan lemas nafas sesak brsa mati,3
ngrokok sembuh anxiety seblomny pernah ngrokok,ngrokok sembuh anxiety seblomny pernah ngrokok,3
tidak takut nyakitin orang terdekat takut gila,tidak takut nyakitin orang terdekat takut gila,3
ya mata buram sebelah kanan kah penyebab asam lambung,ya mata buram sebelah kanan kah penyebab asam lambung,3
lama kerja gudang beras merasa orang bodoh,lama kerja gudang beras merasa orang bodoh,3
sulit membedakan nyata mimpi di cemas,sulit membedakan nyata mimpi di cemas,3
yang ngerasain nafas kencang ketarik tiba,yang ngerasain nafas kencang ketarik tiba,3
usia muda merasa gagal karena penyakit mental,usia muda merasa gagal karena penyakit mental,3
ngilangin pusing gmna aku pusing konsentrasi,ngilangin pusing gmna aku pusing konsentrasi,3
hari bahu kiri gemetar ada pernah ngalamin,hari bahu kiri gemetar ada pernah ngalamin,3
kesal kesepian pernah didengar orang tua serba salah,kesal kesepian pernah didengar orang tua serba salah,3
suka takit tidak karuan badan kesemutan lagih,suka takit tidak karuan badan kesemutan lagih,3
gimana ngadepin trauma dari keluarga tidak peduli,gimana ngadepin trauma dari keluarga tidak peduli,3
minum mkan sudah kenyang begah kalau malam,minum mkan sudah kenyang begah kalau malam,3
adakah pernah merasakan lidah habis makan panas,adakah pernah merasakan lidah habis makan panas,3
adakah aku konsultasi pribadi,adakah aku konsultasi pribadi,3
ada sulit memahami pembicaraan orang tidak fokus,ada sulit memahami pembicaraan orang tidak fokus,3
sini takut hamil note sudah nikah,sini takut hamil note sudah nikah,3
jamu asam lambungpengalaman psikosomatis gerd anxiety asam lambung,jamu asam lambungpengalaman psikosomatis gerd anxiety asam lambung,3
yang smpai kuat jlan karena sesak terasa berat,yang smpai kuat jlan karena sesak terasa berat,3
dada sebelah kiri sakit sakitnya sampai ketulang punggung,dada sebelah kiri sakit sakitnya sampai ketulang punggung,3
kmrin malam hujan sampai jatuh kena batu sakit telinga,kmrin malam hujan sampai jatuh kena batu sakit telinga,3
yang obat psikiater ya sekitaran jakarta gituhuhuu,yang obat psikiater ya sekitaran jakarta gituhuhuu,3
ashar panikkkk sulit mengendalikan iya nafas sesak,ashar panikkkk sulit mengendalikan iya nafas sesak,3
